成品电导率区间,成品PH值区间,成品浓度区间,成品浊度区间,成品温度区间,成品表面张力区间,成品COD区间,单刀供液量区间,异常率统计,异常率估计,刀数,配比,配比刀数,配比异常率统计,配比异常率估计
"[7.415, 9.155]","[6.045, 6.115]","[0.0129, 0.013]","[35.6, 45.95]","[25.2514, 25.75]","[28.05, 28.155]","[24900.0, 25875.0]","[5.145, 5.265]",2.0,0.9543559617582358,8,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[6.55, 7.415]","[6.115, 6.135]","[0.0127, 0.0129]","[35.6, 45.95]","[25.75, 26.15]","[28.05, 28.155]","[23693.75, 24750.0]","[5.265, 6.93]",0.0,1.9097612439916911,16,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[7.415, 9.155]","[6.135, 6.29]","[0.0125, 0.0127]","[33.105, 35.6]","[25.2514, 25.75]","[27.85, 27.95]","[24900.0, 25875.0]","[5.265, 6.93]",0.0,0.8371683374873651,7,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[6.55, 7.415]","[6.045, 6.115]","[0.0127, 0.0129]","[35.6, 45.95]","[24.95, 25.2514]","[28.05, 28.155]","[24900.0, 25875.0]","[5.145, 5.265]",1.0,0.6004486905097659,5,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[7.415, 9.155]","[6.135, 6.29]","[0.0125, 0.0127]","[33.105, 35.6]","[25.75, 26.15]","[27.95, 28.05]","[23693.75, 24750.0]","[5.265, 6.93]",3.0,2.6449044507743458,22,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[7.415, 9.155]","[6.115, 6.135]","[0.0125, 0.0127]","[13.11, 33.105]","[24.95, 25.2514]","[27.95, 28.05]","[24900.0, 25875.0]","[4.915, 5.145]",1.0,0.7214371122070757,6,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[7.415, 9.155]","[6.135, 6.29]","[0.0125, 0.0127]","[33.105, 35.6]","[25.75, 26.15]","[27.85, 27.95]","[23693.75, 24750.0]","[5.265, 6.93]",1.0,0.6017479581756641,5,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[7.415, 9.155]","[6.115, 6.135]","[0.0125, 0.0127]","[35.6, 45.95]","[24.95, 25.2514]","[27.85, 27.95]","[24900.0, 25875.0]","[5.265, 6.93]",1.0,1.0842593950729664,9,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[6.55, 7.415]","[6.045, 6.115]","[0.0125, 0.0127]","[35.6, 45.95]","[25.75, 26.15]","[28.05, 28.155]","[24900.0, 25875.0]","[5.265, 6.93]",0.0,0.7233582580162852,6,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[6.55, 7.415]","[6.115, 6.135]","[0.0125, 0.0127]","[13.11, 33.105]","[25.75, 26.15]","[28.05, 28.155]","[23693.75, 24750.0]","[4.105, 4.805]",0.0,0.241233910639132,2,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[6.55, 7.415]","[6.045, 6.115]","[0.0125, 0.0127]","[13.11, 33.105]","[25.2514, 25.75]","[27.95, 28.05]","[24900.0, 25875.0]","[5.265, 6.93]",3.0,2.537534959007514,21,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[6.55, 7.415]","[6.045, 6.115]","[0.0125, 0.0127]","[13.11, 33.105]","[25.2514, 25.75]","[28.05, 28.155]","[24900.0, 25875.0]","[4.915, 5.145]",1.0,1.4503567309926333,12,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[7.415, 9.155]","[6.115, 6.135]","[0.0125, 0.0127]","[35.6, 45.95]","[25.2514, 25.75]","[27.95, 28.05]","[23693.75, 24750.0]","[4.915, 5.145]",0.0,0.12101342239079473,1,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[6.55, 7.415]","[6.045, 6.115]","[0.0125, 0.0127]","[13.11, 33.105]","[24.95, 25.2514]","[27.85, 27.95]","[24900.0, 25875.0]","[5.265, 6.93]",1.0,1.2124280513890768,10,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[6.55, 7.415]","[6.045, 6.115]","[0.013, 0.0132]","[35.6, 45.95]","[23.1, 24.95]","[27.95, 28.05]","[23693.75, 24750.0]","[5.265, 6.93]",1.0,0.48549156371935664,4,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[6.55, 7.415]","[5.925, 6.015]","[0.0125, 0.0127]","[35.6, 45.95]","[26.35, 27.9]","[28.05, 28.155]","[23693.75, 24750.0]","[5.265, 6.93]",0.0,0.4867701389560113,4,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[6.55, 7.415]","[6.045, 6.115]","[0.0125, 0.0127]","[35.6, 45.95]","[25.75, 26.15]","[28.05, 28.155]","[23693.75, 24750.0]","[5.265, 6.93]",0.0,0.9737940890466783,8,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[7.415, 9.155]","[6.115, 6.135]","[0.0127, 0.0129]","[35.6, 45.95]","[25.2514, 25.75]","[27.85, 27.95]","[24900.0, 25875.0]","[4.915, 5.145]",1.0,2.678931595024204,22,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[6.55, 7.415]","[6.135, 6.29]","[0.0125, 0.0127]","[35.6, 45.95]","[26.15, 26.35]","[28.05, 28.155]","[23693.75, 24750.0]","[5.265, 6.93]",2.0,2.071625399146845,17,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[7.415, 9.155]","[6.045, 6.115]","[0.0125, 0.0127]","[33.105, 35.6]","[23.1, 24.95]","[27.95, 28.05]","[24900.0, 25875.0]","[5.265, 6.93]",2.0,2.4383067873129844,20,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[7.415, 9.155]","[6.045, 6.115]","[0.0129, 0.013]","[35.6, 45.95]","[25.2514, 25.75]","[27.85, 27.95]","[24900.0, 25875.0]","[4.915, 5.145]",4.0,1.2191555639422291,10,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[7.415, 9.155]","[6.115, 6.135]","[0.0127, 0.0129]","[35.6, 45.95]","[24.95, 25.2514]","[27.95, 28.05]","[24900.0, 25875.0]","[4.915, 5.145]",0.0,0.48769640375046025,4,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[7.415, 9.155]","[6.045, 6.115]","[0.0129, 0.013]","[35.6, 45.95]","[24.95, 25.2514]","[27.95, 28.05]","[24900.0, 25875.0]","[4.915, 5.145]",5.0,1.9531206300190773,16,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[6.55, 7.415]","[6.045, 6.115]","[0.0125, 0.0127]","[13.11, 33.105]","[24.95, 25.2514]","[27.85, 27.95]","[24750.0, 24900.0]","[5.265, 6.93]",1.0,1.2218534119492839,10,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[6.55, 7.415]","[5.925, 6.015]","[0.0125, 0.0127]","[35.6, 45.95]","[24.95, 25.2514]","[27.95, 28.05]","[24900.0, 25875.0]","[4.915, 5.145]",2.0,1.1001312056365984,9,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[6.55, 7.415]","[6.045, 6.115]","[0.0127, 0.0129]","[35.6, 45.95]","[25.2514, 25.75]","[27.95, 28.05]","[24900.0, 25875.0]","[4.915, 5.145]",2.0,1.5899388984110552,13,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[6.55, 7.415]","[6.045, 6.115]","[0.0125, 0.0127]","[13.11, 33.105]","[24.95, 25.2514]","[27.85, 27.95]","[23693.75, 24750.0]","[5.265, 6.93]",0.0,0.8568514962025312,7,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[7.415, 9.155]","[6.045, 6.115]","[0.0125, 0.0127]","[33.105, 35.6]","[24.95, 25.2514]","[28.05, 28.155]","[24750.0, 24900.0]","[4.105, 4.805]",2.0,2.204789634335759,18,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[7.415, 9.155]","[6.045, 6.115]","[0.0129, 0.013]","[35.6, 45.95]","[25.2514, 25.75]","[27.95, 28.05]","[24750.0, 24900.0]","[4.915, 5.145]",2.0,0.7363885823745774,6,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[7.415, 9.155]","[6.115, 6.135]","[0.0125, 0.0127]","[57.35, 97.92]","[26.15, 26.35]","[27.85, 27.95]","[23693.75, 24750.0]","[5.265, 6.93]",1.0,0.9819158753935756,8,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[6.55, 7.415]","[6.015, 6.045]","[0.0125, 0.0127]","[35.6, 45.95]","[24.95, 25.2514]","[27.85, 27.95]","[24750.0, 24900.0]","[5.265, 6.93]",0.0,0.6146180518711217,5,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[6.55, 7.415]","[5.925, 6.015]","[0.0125, 0.0127]","[35.6, 45.95]","[25.75, 26.15]","[27.95, 28.05]","[23693.75, 24750.0]","[5.265, 6.93]",0.0,0.12292635854000891,1,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[6.55, 7.415]","[6.045, 6.115]","[0.0127, 0.0129]","[13.11, 33.105]","[24.95, 25.2514]","[28.05, 28.155]","[24900.0, 25875.0]","[4.915, 5.145]",3.0,1.721136072940578,14,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[6.55, 7.415]","[5.925, 6.015]","[0.0125, 0.0127]","[35.6, 45.95]","[25.75, 26.15]","[27.85, 27.95]","[23693.75, 24750.0]","[5.265, 6.93]",0.0,0.7383181235669378,6,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[7.415, 9.155]","[6.045, 6.115]","[0.0129, 0.013]","[35.6, 45.95]","[24.95, 25.2514]","[27.85, 27.95]","[24750.0, 24900.0]","[4.915, 5.145]",0.0,0.2462784749733875,2,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[6.55, 7.415]","[6.135, 6.29]","[0.0125, 0.0127]","[13.11, 33.105]","[25.2514, 25.75]","[27.95, 28.05]","[23693.75, 24750.0]","[4.915, 5.145]",0.0,0.12317325498727395,1,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[7.415, 9.155]","[6.135, 6.29]","[0.0125, 0.0127]","[33.105, 35.6]","[25.2514, 25.75]","[28.155, 28.4]","[24900.0, 25875.0]","[4.105, 4.805]",0.0,1.6018900922525345,13,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[6.55, 7.415]","[5.925, 6.015]","[0.0125, 0.0127]","[35.6, 45.95]","[25.2514, 25.75]","[27.95, 28.05]","[23693.75, 24750.0]","[5.265, 6.93]",0.0,0.12333679515023933,1,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[6.55, 7.415]","[6.045, 6.115]","[0.0127, 0.0129]","[35.6, 45.95]","[25.2514, 25.75]","[27.85, 27.95]","[24750.0, 24900.0]","[4.915, 5.145]",1.0,0.4934887611838688,4,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[6.55, 7.415]","[6.135, 6.29]","[0.0125, 0.0127]","[13.11, 33.105]","[25.2514, 25.75]","[27.95, 28.05]","[23693.75, 24750.0]","[5.265, 6.93]",0.0,0.2467796861724416,2,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[7.415, 9.155]","[6.115, 6.135]","[0.0125, 0.0127]","[35.6, 45.95]","[25.75, 26.15]","[28.155, 28.4]","[24900.0, 25875.0]","[4.105, 4.805]",0.0,0.3702255674318554,3,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[6.55, 7.415]","[6.135, 6.29]","[0.0125, 0.0127]","[13.11, 33.105]","[26.15, 26.35]","[27.85, 27.95]","[24750.0, 24900.0]","[4.805, 4.915]",0.0,0.9873410767149149,8,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[7.415, 9.155]","[6.135, 6.29]","[0.0129, 0.013]","[35.6, 45.95]","[25.2514, 25.75]","[28.05, 28.155]","[24900.0, 25875.0]","[4.915, 5.145]",4.0,3.826139005390205,31,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[6.55, 7.415]","[6.135, 6.29]","[0.0125, 0.0127]","[13.11, 33.105]","[26.15, 26.35]","[27.7, 27.85]","[24750.0, 24900.0]","[4.805, 4.915]",1.0,1.3586801211338653,11,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[7.415, 9.155]","[6.015, 6.045]","[0.0129, 0.013]","[35.6, 45.95]","[25.2514, 25.75]","[27.95, 28.05]","[24750.0, 24900.0]","[4.915, 5.145]",3.0,2.471584046208944,20,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[6.55, 7.415]","[6.045, 6.115]","[0.0127, 0.0129]","[45.95, 57.35]","[26.15, 26.35]","[27.95, 28.05]","[24750.0, 24900.0]","[4.915, 5.145]",1.0,2.2302654851258863,18,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[7.415, 9.155]","[6.115, 6.135]","[0.0125, 0.0127]","[57.35, 97.92]","[25.75, 26.15]","[27.85, 27.95]","[23693.75, 24750.0]","[5.265, 6.93]",1.0,0.4959748861397941,4,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[7.415, 9.155]","[6.045, 6.115]","[0.0127, 0.0129]","[13.11, 33.105]","[26.15, 26.35]","[27.95, 28.05]","[24900.0, 25875.0]","[4.915, 5.145]",0.0,0.49698421307499785,4,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[7.415, 9.155]","[6.045, 6.115]","[0.0125, 0.0127]","[13.11, 33.105]","[24.95, 25.2514]","[27.95, 28.05]","[24900.0, 25875.0]","[4.915, 5.145]",0.0,1.4927734446522898,12,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[7.415, 9.155]","[6.115, 6.135]","[0.0125, 0.0127]","[57.35, 97.92]","[25.2514, 25.75]","[27.85, 27.95]","[23693.75, 24750.0]","[5.265, 6.93]",0.0,0.49761663258071576,4,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[6.55, 7.415]","[6.135, 6.29]","[0.0125, 0.0127]","[35.6, 45.95]","[25.75, 26.15]","[27.95, 28.05]","[24750.0, 24900.0]","[4.805, 4.915]",1.0,0.49774282764098754,4,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[7.415, 9.155]","[6.135, 6.29]","[0.0125, 0.0127]","[33.105, 35.6]","[23.1, 24.95]","[27.95, 28.05]","[23693.75, 24750.0]","[5.265, 6.93]",1.0,0.49788073761557267,4,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[7.415, 9.155]","[6.045, 6.115]","[0.0125, 0.0127]","[35.6, 45.95]","[24.95, 25.2514]","[27.95, 28.05]","[24900.0, 25875.0]","[5.265, 6.93]",1.0,1.1205438517612438,9,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[7.415, 9.155]","[6.115, 6.135]","[0.0125, 0.0127]","[57.35, 97.92]","[25.2514, 25.75]","[28.05, 28.155]","[23693.75, 24750.0]","[5.265, 6.93]",0.0,0.996177176461768,8,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[7.415, 9.155]","[6.045, 6.115]","[0.0125, 0.0127]","[35.6, 45.95]","[24.95, 25.2514]","[27.85, 27.95]","[24900.0, 25875.0]","[5.265, 6.93]",0.0,0.8724207413067768,7,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[6.55, 7.415]","[6.135, 6.29]","[0.0125, 0.0127]","[35.6, 45.95]","[25.75, 26.15]","[27.95, 28.05]","[24900.0, 25875.0]","[4.105, 4.805]",2.0,0.8725276845996844,7,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[6.55, 7.415]","[6.135, 6.29]","[0.0125, 0.0127]","[45.95, 57.35]","[26.15, 26.35]","[28.155, 28.4]","[23693.75, 24750.0]","[5.265, 6.93]",1.0,0.6237524521230102,5,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[6.55, 7.415]","[6.135, 6.29]","[0.0125, 0.0127]","[13.11, 33.105]","[25.75, 26.15]","[27.7, 27.85]","[24750.0, 24900.0]","[4.805, 4.915]",1.0,2.245871011667126,18,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[6.55, 7.415]","[6.135, 6.29]","[0.0125, 0.0127]","[35.6, 45.95]","[25.2514, 25.75]","[27.85, 27.95]","[24750.0, 24900.0]","[4.805, 4.915]",2.0,2.1245376947742862,17,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[6.55, 7.415]","[6.135, 6.29]","[0.0125, 0.0127]","[35.6, 45.95]","[25.2514, 25.75]","[27.7, 27.85]","[24750.0, 24900.0]","[4.805, 4.915]",1.0,0.25014309126825374,2,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[7.415, 9.155]","[6.045, 6.115]","[0.0125, 0.0127]","[35.6, 45.95]","[25.2514, 25.75]","[27.85, 27.95]","[24750.0, 24900.0]","[4.915, 5.145]",1.0,1.1256870365371838,9,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[7.415, 9.155]","[6.135, 6.29]","[0.0125, 0.0127]","[35.6, 45.95]","[25.75, 26.15]","[27.95, 28.05]","[24900.0, 25875.0]","[5.265, 6.93]",3.0,1.37723942782828,11,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[7.415, 9.155]","[6.045, 6.115]","[0.0127, 0.0129]","[35.6, 45.95]","[25.75, 26.15]","[27.85, 27.95]","[24900.0, 25875.0]","[4.915, 5.145]",1.0,0.6275872484929672,5,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[7.415, 9.155]","[6.135, 6.29]","[0.0125, 0.0127]","[35.6, 45.95]","[25.2514, 25.75]","[27.95, 28.05]","[24900.0, 25875.0]","[5.265, 6.93]",0.0,1.1305261886243028,9,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[7.415, 9.155]","[6.045, 6.115]","[0.0129, 0.013]","[35.6, 45.95]","[23.1, 24.95]","[27.95, 28.05]","[24900.0, 25875.0]","[4.915, 5.145]",1.0,1.0050057004220228,8,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[7.415, 9.155]","[6.135, 6.29]","[0.0125, 0.0127]","[35.6, 45.95]","[26.35, 27.9]","[27.85, 27.95]","[24900.0, 25875.0]","[4.805, 4.915]",1.0,2.5127918041911075,20,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[7.415, 9.155]","[6.135, 6.29]","[0.0125, 0.0127]","[35.6, 45.95]","[26.15, 26.35]","[27.95, 28.05]","[24900.0, 25875.0]","[4.805, 4.915]",2.0,0.8801601606864636,7,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[7.415, 9.155]","[6.135, 6.29]","[0.0125, 0.0127]","[35.6, 45.95]","[25.2514, 25.75]","[27.85, 27.95]","[24900.0, 25875.0]","[5.265, 6.93]",0.0,0.6287034150636829,5,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[7.415, 9.155]","[6.045, 6.115]","[0.0127, 0.0129]","[35.6, 45.95]","[25.2514, 25.75]","[27.95, 28.05]","[24900.0, 25875.0]","[4.915, 5.145]",0.0,1.635415915306461,13,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[6.55, 7.415]","[6.045, 6.115]","[0.0125, 0.0127]","[13.11, 33.105]","[23.1, 24.95]","[28.05, 28.155]","[24750.0, 24900.0]","[5.265, 6.93]",1.0,2.265462059112558,18,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[7.415, 9.155]","[6.045, 6.115]","[0.0127, 0.0129]","[13.11, 33.105]","[25.2514, 25.75]","[27.95, 28.05]","[24900.0, 25875.0]","[4.915, 5.145]",3.0,0.6295536349486573,5,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[7.415, 9.155]","[6.045, 6.115]","[0.0127, 0.0129]","[35.6, 45.95]","[25.2514, 25.75]","[27.85, 27.95]","[24900.0, 25875.0]","[4.915, 5.145]",1.0,0.7555673178529431,6,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[7.415, 9.155]","[6.135, 6.29]","[0.0125, 0.0127]","[35.6, 45.95]","[26.15, 26.35]","[28.05, 28.155]","[24900.0, 25875.0]","[4.805, 4.915]",4.0,3.6534726866018663,29,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[6.55, 7.415]","[6.135, 6.29]","[0.0125, 0.0127]","[57.35, 97.92]","[25.75, 26.15]","[27.85, 27.95]","[23693.75, 24750.0]","[5.265, 6.93]",1.0,0.37813215418811824,3,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
"[7.415, 9.155]","[6.045, 6.115]","[0.0125, 0.0127]","[45.95, 57.35]","[26.35, 27.9]","[27.7, 27.85]","[23693.75, 24750.0]","[5.265, 6.93]",0.0,0.7562853187221286,6,"{'柠檬酸添加比例': 0.0, '置换量': 0.05, '离子液添加量': 0.06, '原液添加比例': 0.73}",1717,0.12754804892253932,0.12542126443423726
