检验日期	钢线线径	槽轮槽距	班次	单晶编号	验证类型	异常类型	线径	切割时间	切割刀号	切割机台	配方编码	前后排别	排别	成品电导率	成品PH值	成品浓度	成品浊度	成品温度	成品表面张力	成品COD	柠檬酸	置换量	离子液添加量	原液添加比例	清液池电导率	清液池PH	清液池浓度	清液池温度	清液池COD	线痕	TTV
2024-08-02	32	181.5	白班	CIPC2952406A8022X13Y02	0.4-1.6	#N/A	0.032	2024/8/2 1:13	N1B1052408010102	XQ-B1-05	G12-XXSD-110A	B1前排	B排	13.36	5.47	1.28%	62.5	25.2	28	23700	柠檬酸80g	6.00%	0.00%	0.91 	13.25	5.4	0.0123 	24.5	23475	0	3
2024-08-01	32	181.5	夜班	CIPC2952406C6601X22V02	0.4-1.6	#N/A	0.032	2024/8/1 17:40	N1B3102408010041	XQ-B3-10	G12-XXSD-110A	B3后排	B排	13.91	5.53	1.28%	82.1	25.9	28	23700	柠檬酸80g	6.00%	0.00%	0.91 	13.24	5.38	0.0124 	24.8	23475	4	3
2024-08-03	32	181.5	白班	CIPC2952406C6601X22V04V	0.4-1.6	#N/A	0.032	2024/8/3 6:41	N1B1072408020202	XQ-B1-07	G12-XXSD-110A	B1前排	B排	12.37	5.9	1.24%	51.7	25.1	28.1	23687.5	转换阶段	5.00%	7.00%	0.91 	12.18	5.46	0.0123 	24.3	23375	1	15
2024-08-02	32	181.5	白班	CIPC2952407A0102D31Y05W	0.4-1.6	#N/A	0.032	2024/8/2 6:44	N1B1082408010082	XQ-B1-08	G12-XXSD-110A	B1前排	B排	13.67	5.51	1.28%	61.2	25.3	28	23650	柠檬酸80g	6.00%	0.00%	0.91 	12.97	5.4	0.0123 	23.7	23377.5	1	1
2024-08-03	32	181.5	夜班	CIPC2952407A0402D11Y04	0.4-1.6	断上下线	0.032	2024/8/3 20:28	N1B4152408030251	XQ-B4-15	G12-XXSD-110A	B4后排	B排	10.71	6.14	1.27%	68.2	25.5	28.1	23385	0	5.00%	7.00%	0.91 	11.34	5.71	0.0121 	24.6	23195	0	16
2024-08-03	32	181.5	夜班	CIPC2952407A0402D11Y05W	0.4-1.6	#N/A	0.032	2024/8/4 0:46	N1B3102408030242	XQ-B3-10	G12-YS33-130-110	B3后排	B排	10.98	6.05	1.27%	50	25.7	28.1	23385	0	5.00%	7.00%	0.91 	11.56	5.65	0.0121 	24.8	23195	1	1
2024-08-06	32	181.5	白班	CIPC2952407A0402D21N03	0.4-1.6	#N/A	0.032	2024/8/6 4:47	N1B4132408050442	XQ-B4-13	G12-XXSD-110A	B4后排	B排	9.07	6.13	1.27%	43.9	25.3	28.1	23850	0	5.00%	7.00%	0.92 	9.18	5.71	0.0122 	24.3	23590	1	1
2024-08-02	32	181.5	白班	CIPC2952407A0702D22N05WF1	0.4-1.6	#N/A	0.032	2024/8/2 12:58	N2B2112408020111	XQ-B2-11	G12-XXSD-110A	B2后排	B排	13.19	5.58	1.28%	66.7	25.2	28.1	23650	柠檬酸80g	6.00%	0.00%	0.91 	12.79	5.36	0.0123 	23.5	23377.5	0	25
2024-08-02	32	181.5	白班	CIPC2952407A0801D32N03	0.4-1.6	#N/A	0.032	2024/8/2 2:54	N1B4132408010102	XQ-B4-13	1bp	B4后排	B排	13.9	5.47	1.28%	65.1	25.6	28	23650	柠檬酸80g	6.00%	0.00%	0.91 	13.05	5.37	0.0123 	24.1	23377.5	3	22
2024-08-06	32	181.5	白班	CIPC2952407A0801D52N03	0.4-1.6	#N/A	0.032	2024/8/6 11:50	N1B1012408060511	XQ-B1-01	G12-XXSD-110A	B1前排	B排	9.03	6.1	1.28%	52.6	24.9	27.9	23850	0	5.00%	7.00%	0.91 	9.26	5.64	0.0123 	23.8	23590	11	14
2024-08-03	32	181.5	夜班	CIPC2952407A1002D02Y04	0.4-1.6	#N/A	0.032	2024/8/3 19:49	N1B2032408030271	XQ-B2-03	G12-XXSD-110A	B2前排	B排	10.92	6.14	1.26%	76.4	25.3	28.1	23385	0	5.00%	7.00%	0.91 	11.34	5.71	0.0121 	24.6	23195	0	3
2024-08-06	32	181.5	夜班	CIPC2952407A1002D12N02	0.4-1.6	跳线	0.032	2024/8/6 17:53	N1B3122408060511	XQ-B3-12	G12-YS33-130-110	B3后排	B排	8.92	5.99	1.28%	63.6	25.8	28.3	24000	0	5.00%	7.00%	0.92 	9.38	5.54	0.0124 	23.5	23930	18	8
2024-08-01	32	181.5	白班	CIPC2952407A1102D32N02	0.4-1.6	#N/A	0.032	2024/8/1 2:02	N1B4152407310012	XQ-B4-15	G12-YS33-130-110	B4后排	B排	14.73	5.44	1.28%	58.1	25.6	28.1	23837.5	柠檬酸100g	6.00%	0.00%	0.91 	13.75	5.42	0.0124 	23.9	23562.5	0	20
2024-08-01	32	181.5	夜班	CIPC2952407A1102D32N03W	0.4-1.6	#N/A	0.032	2024/8/1 13:58	N1B4112408010061	XQ-B4-11	G12-YS33-130-110	B4后排	B排	13.94	5.5	1.28%	74.7	25.4	27.9	23837.5	柠檬酸80g	6.00%	0.00%	0.91 	13.04	5.34	0.0124 	24.1	23562.5	0	6
2024-08-04	32	181.5	夜班	CIPC2952407A1102D52N03	0.4-1.6	跳线	0.032	2024/8/4 22:59	N1B3142408040322	XQ-B3-14	G12-YS33-130-110	B3后排	B排	9.87	6.09	1.27%	47.5	25.6	28.2	23352.5	0	5.00%	7.00%	0.92 	9.82	5.72	0.0123 	24.7	23215	10	9
2024-08-02	32	181.5	夜班	CIPC2952407A1401D41N02	0.4-1.6	断缝	0.032	2024/8/2 14:09	N1B1082408020101	XQ-B1-08	G12-XXSD-110A	B1前排	B排	12.89	5.6	1.28%	42.7	25.8	28.1	23595	柠檬酸80g	6.00%	0.00%	0.91 	12.83	5.41	0.0123 	24.3	23252.5	22	2
2024-08-02	32	181.5	白班	CIPC2952407A1602D02Y04	0.4-1.6	#N/A	0.032	2024/8/2 3:13	N1B1082408010072	XQ-B1-08	G12-XXSD-110A	B1前排	B排	13.9	5.47	1.28%	65.1	25.6	28	23650	柠檬酸80g	6.00%	0.00%	0.91 	13.05	5.37	0.0123 	24.1	23377.5	0	6
2024-08-02	32	181.5	白班	CIPC2952407A1602D02Y05W	0.4-1.6	#N/A	0.032	2024/8/2 4:48	N1B2012408010112	XQ-B2-01	G12-XXSD-110A	B2前排	B排	13.94	5.49	1.29%	67	24.9	28	23650	柠檬酸80g	6.00%	0.00%	0.91 	13.05	5.37	0.0123 	24.1	23377.5	0	4
2024-08-04	32	181.5	夜班	CIPC2952407A1602D12Y02	0.4-1.6	#N/A	0.032	2024/8/5 1:03	N1B1012408040382	XQ-B1-01	5	B1前排	B排	9.49	6.07	1.27%	51	25.9	28.1	23352.5	0	5.00%	7.00%	0.92 	9.96	5.7	0.0123 	23.9	23215	13	1
2024-08-01	31	180.5	夜班	CIPC2952407A1701D62Y04	0.4-1.6	#N/A	0.031	2024/8/1 19:05	N1B3092408010071	XQ-B3-09	G12-XXSD-110A	B3后排	B排	14.04	5.52	1.28%	83.3	25.6	28	23700	柠檬酸80g	6.00%	0.00%	0.91 	13.31	5.42	0.0123 	23.9	23475	0	0
2024-08-03	32	181.5	白班	CIPC2952407A2001D52N02	0.4-1.6	#N/A	0.032	2024/8/3 5:39	N1B2012408020212	XQ-B2-01	G12-XXSD-110A	B2前排	B排	11.57	6.01	1.23%	75.4	25	28.2	23687.5	转换阶段	5.00%	7.00%	0.91 	12.15	5.54	0.0123 	23.9	23375	1	7
2024-08-05	32	181.5	白班	CIPC2952407A2001D62N02	0.4-1.6	#N/A	0.032	2024/8/5 12:43	N1B1012408050421	XQ-B1-01	G12-XXSD-110A	B1前排	B排	9.66	6.05	1.28%	58	24.9	28	23107.5	0	5.00%	7.00%	0.92 	9.33	5.73	0.0124 	24.9	22995	4	7
2024-08-01	32	181.5	夜班	CIPC2952407A2202D22Y03	0.4-1.6	#N/A	0.032	2024/8/1 22:20	N1B2032408010092	XQ-B2-03	G12-XXSD-110A	B2前排	B排	13.93	5.46	1.28%	59.9	25	27.8	23700	柠檬酸80g	6.00%	0.00%	0.91 	13.25	5.4	0.0123 	24.5	23475	7	1
2024-08-06	32	181.5	夜班	CIPC2952407A2401D72V03	0.4-1.6	断下线	0.032	2024/8/6 15:40	N1B2052408060421	XQ-B2-05	G12-XXSD-110A	B2前排	B排	9.16	6	1.28%	61.5	25.7	28.1	24000	0	5.00%	7.00%	0.91 	9.29	5.57	0.0124 	23.1	23930	2	87
2024-08-02	32	181.5	夜班	CIPC2952407A2502D12Y03	0.4-1.6	#N/A	0.032	2024/8/3 0:14	N1B3092408020132	XQ-B3-09	G12-XXSD-110A	B3后排	B排	11.76	5.99	1.22%	53.8	25.5	28	23595	转换阶段	5.00%	7.00%	0.91 	12.49	5.5	0.0123 	22.9	23252.5	4	7
2024-08-03	32	181.5	白班	CIPC2952407A2502D12Y05W	0.4-1.6	#N/A	0.032	2024/8/3 4:28	N1B1042408020192	XQ-B1-04	G12-XXSD-110A	B1前排	B排	12.34	5.94	1.23%	55.3	25.2	28.1	23687.5	转换阶段	5.00%	7.00%	0.91 	12.15	5.54	0.0123 	23.9	23375	3	3
2024-08-03	32	181.5	夜班	CIPC2952407A2601D51Y02	0.4-1.6	#N/A	0.032	2024/8/4 0:39	N1B1052408030292	XQ-B1-05	G12-XXSD-110A	B1前排	B排	10.98	6.05	1.27%	50	25.7	28.1	23385	0	5.00%	7.00%	0.91 	11.56	5.65	0.0121 	24.8	23195	0	3
2024-08-01	32	181.5	夜班	CIPC2952407A2702D12Y04	0.4-1.6	#N/A	0.032	2024/8/1 22:56	N1B3102408010062	XQ-B3-10	G12-YS33-130-110	B3后排	B排	13.44	5.46	1.28%	71.8	26.1	27.8	23700	柠檬酸80g	6.00%	0.00%	0.91 	13.25	5.4	0.0123 	24.5	23475	1	1
2024-08-02	31	181.5	夜班	CIPC2952407A2702D12Y05W	0.4-1.6	跳线	0.031	2024/8/2 17:00	N1B3092408020101	XQ-B3-09	1	B3后排	B排	13.84	5.61	1.28%	97.9	24.2	28.1	23595	柠檬酸80g	6.00%	0.00%	0.91 	12.83	5.41	0.0123 	24.3	23252.5	18	3
2024-08-05	32	181.5	夜班	CIPC2952407A2801D72Y03	0.4-1.6	#N/A	0.032	2024/8/5 18:44	N1B3142408050391	XQ-B3-14	G12-YS33-130-110	B3后排	B排	9.09	6.19	1.29%	47.6	25.2	28.2	23630	0	5.00%	7.00%	0.91 	9.24	5.68	0.0124 	25.8	23565	0	74
2024-08-05	32	181.5	白班	CIPC2952407A2902D31Y03	0.4-1.6	跳线	0.032	2024/8/5 11:19	N1B2032408050431	XQ-B2-03	G12-XXSD-110A	B2前排	B排	9.36	6.18	1.28%	55	25.5	28.1	23107.5	0	5.00%	7.00%	0.91 	9.58	5.8	0.0124 	24.4	22995	8	1
2024-08-05	32	181.5	夜班	CIPC2952407A2902D31Y04	0.4-1.6	#N/A	0.032	2024/8/5 23:11	N1B2072408050452	XQ-B2-07	G12-XXSD-110A	B2前排	B排	9.21	6.11	1.28%	41.9	24.9	28	23630	0	5.00%	7.00%	0.91 	9.13	5.72	0.0123 	24.9	23565	2	11
2024-08-02	32	181.5	白班	CIPC2952407A3201D52Y03	0.4-1.6	#N/A	0.032	2024/8/2 3:55	N1B2062408010102	XQ-B2-06	G12-XXSD-110A	B2前排	B排	14.13	5.45	1.29%	41.8	23.1	27.9	23650	柠檬酸80g	6.00%	0.00%	0.91 	13.05	5.37	0.0123 	24.1	23377.5	0	2
2024-08-04	32	181.5	夜班	CIPC2952407A3201D62N03	0.4-1.6	#N/A	0.032	2024/8/4 16:27	N1B4112408040311	XQ-B4-11	G12-YS33-130-110	B4后排	B排	10.4	5.98	1.27%	49.7	25.4	28.2	23352.5	0	5.00%	7.00%	0.91 	10.3	5.74	0.0123 	25	23215	0	4
2024-08-02	32	181.5	夜班	CIPC2952407A3401D42N02	0.4-1.6	跳线	0.032	2024/8/2 18:46	N1B3142408020151	XQ-B3-14	G12-YS33-130-110	B3后排	B排	13.79	5.64	1.28%	82.6	25.5	28	23595	柠檬酸80g	6.00%	0.00%	0.91 	12.7	5.46	0.0123 	23	23252.5	0	30
2024-08-05	32	181.5	白班	CIPC2952407A3401D52N02	0.4-1.6	跳线	0.032	2024/8/5 6:49	N1B1012408040402	XQ-B1-01	5	B1前排	B排	9.59	6.17	1.28%	56.4	25.4	28.2	23107.5	0	5.00%	7.00%	0.91 	9.86	5.8	0.0123 	23.9	22995	15	15
2024-08-05	32	181.5	白班	CIPC2952407A3401D52N04	0.4-1.6	#N/A	0.032	2024/8/5 7:49	N1B4122408040392	XQ-B4-12	G12-YS33-130-110	B4后排	B排	9.53	6.14	1.29%	52.1	25.7	28.1	23107.5	0	5.00%	7.00%	0.91 	9.86	5.8	0.0123 	23.9	22995	0	10
2024-08-02	32	181.5	白班	CIPC2952407A3503D02N02	0.4-1.6	#N/A	0.032	2024/8/2 11:21	N1B2042408020121	XQ-B2-04	G12	B2前排	B排	13.14	5.55	1.28%	65.7	25.6	28.2	23650	柠檬酸80g	6.00%	0.00%	0.91 	12.79	5.36	0.0123 	23.5	23377.5	28	2
2024-08-03	32	181.5	夜班	CIPC2952407A4002D32N02	0.4-1.6	#N/A	0.032	2024/8/3 15:20	N1B1022408030251	XQ-B1-02	6	B1前排	B排	11.03	6.11	1.27%	75.1	25.6	28	23385	0	5.00%	7.00%	0.91 	11.26	5.62	0.0121 	24.8	23195	2	0
2024-08-05	32	181.5	夜班	CIPC2952407A4002D43N02	0.4-1.6	断缝	0.032	2024/8/6 0:13	N1B4122408050452	XQ-B4-12	G12-YS33-130-110	B4后排	B排	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	23630	#N/A	#N/A	#N/A	#N/A	9.37	5.75	0.0124 	24.5	23565	0	12
2024-08-01	32	181.5	夜班	CIPC2952407A4102D31N04W	0.4-1.6	#N/A	0.032	2024/8/2 0:18	N1B2012408010092	XQ-B2-01	G12-XXSD-110A	B2前排	B排	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	23700	#N/A	#N/A	#N/A	#N/A	13.25	5.4	0.0123 	24.5	23475	1	9
2024-08-04	32	181.5	夜班	CIPC2952407A4502D22Y02	0.4-1.6	#N/A	0.032	2024/8/4 16:47	N1B2042408040321	XQ-B2-04	G12-XXSD-110A	B2前排	B排	10.38	6.03	1.28%	45.9	24.9	28.2	23352.5	0	5.00%	7.00%	0.91 	10.3	5.74	0.0123 	25	23215	1	6
2024-08-01	32	181.5	白班	CIPC2952407A4602D01Y04	0.4-1.6	#N/A	0.032	2024/8/1 4:47	N1B1052407310022	XQ-B1-05	G12-XXSD-110A	B1前排	B排	14.52	5.39	1.28%	55.2	25.2	28.1	23837.5	柠檬酸100g	6.00%	0.00%	0.91 	13.75	5.42	0.0124 	23.9	23562.5	4	1
2024-08-04	32	181.5	白班	CIPC2952407A4602D11Y02	0.4-1.6	跳线	0.032	2024/8/4 2:12	N1B4122408030282	XQ-B4-12	G12-YS33-130-110	B4后排	B排	10.65	6	1.26%	57.9	24.2	28.2	23262.5	0	5.00%	7.00%	0.91 	10.89	5.57	0.0122 	23.4	23105	10	12
2024-08-04	32	181.5	白班	CIPC2952407A4602D11Y04	0.4-1.6	断上线	0.032	2024/8/4 5:47	N1B1022408030302	XQ-B1-02	G12-XXSD-110A	B1前排	B排	10.62	5.99	1.26%	49.9	25.1	28.2	23262.5	0	5.00%	7.00%	0.91 	10.41	5.67	0.0123 	24.5	23105	28	0
2024-08-04	32	181.5	白班	CIPC2952407A4602D11Y05W	0.4-1.6	断上下线	0.032	2024/8/4 9:50	N1B1032408040291	XQ-B1-03	G12-XXSD-110A	B1前排	B排	10.35	5.99	1.27%	45.9	25	28.2	23262.5	0	5.00%	7.00%	0.91 	10.41	5.62	0.0122 	24.8	23105	4	8
2024-08-06	32	181.5	白班	CIPC2952407A4602D21Y04	0.4-1.6	#N/A	0.032	2024/8/6 10:49	N1B1062408060481	XQ-B1-06	G12-XXSD-110A	B1前排	B排	9.08	6.1	1.28%	54.6	25.6	27.9	23850	0	5.00%	7.00%	0.92 	9.26	5.64	0.0123 	23.8	23590	24	32
2024-08-07	32	181.5	白班	CIPC2952407A4602D21Y05	0.4-1.6	#N/A	0.032	2024/8/7 1:03	N1B3102408060472	XQ-B3-10	G12-XXSD-100-TSI	B3后排	B排	9.17	5.98	1.28%	59.8	25.3	28.1	24000	0	5.00%	7.00%	0.91 	9.48	5.48	0.0123 	24.4	23930	3	5
2024-08-03	32	181.5	白班	CIPC2952407A5001D52Y03	0.4-1.6	#N/A	0.032	2024/8/3 10:36	N1B3122408030241	XQ-B3-12	G12-YS33-130-110	B3后排	B排	11.26	5.92	1.26%	56	24.9	28.1	23687.5	转换阶段	5.00%	7.00%	0.92 	11.57	5.55	0.0122 	23.8	23375	5	5
2024-08-06	32	181.5	白班	CIPC2952407A5001D62N02	0.4-1.6	#N/A	0.032	2024/8/6 2:59	N1B3142408050422	XQ-B3-14	G12-YS33-130-110	B3后排	B排	9.33	6.16	1.28%	48.5	25.1	28.2	23850	0	5.00%	7.00%	0.91 	9.06	5.69	0.0123 	23.7	23590	1	45
2024-08-02	32	181.5	白班	CIPC2952407A5102D12N03	0.4-1.6	#N/A	0.032	2024/8/2 12:42	N1B2022408020121	XQ-B2-02	q1	B2前排	B排	13.48	5.59	1.28%	70.8	25.4	28.1	23650	柠檬酸80g	6.00%	0.00%	0.91 	12.79	5.36	0.0123 	23.5	23377.5	5	6
2024-08-02	32	181.5	夜班	CIPC2952407A5102D12N04W	0.4-1.6	#N/A	0.032	2024/8/2 14:36	N1B2032408020161	XQ-B2-03	G12A	B2前排	B排	12.89	5.6	1.28%	42.7	25.8	28.1	23595	柠檬酸80g	6.00%	0.00%	0.91 	12.83	5.41	0.0123 	24.3	23252.5	1	0
2024-08-06	32	181.5	白班	CIPC2952407A5102D21Y04	0.4-1.6	#N/A	0.032	2024/8/6 0:04	N1B4152408050432	XQ-B4-15	G12-XXSD-110A	B4后排	B排	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	23630	#N/A	#N/A	#N/A	#N/A	9.37	5.75	0.0124 	24.5	23565	0	55
2024-08-02	32	181.5	白班	CIPC2952407A5201D72V04W	0.4-1.6	#N/A	0.032	2024/8/2 4:33	N1B1012408010102	XQ-B1-01	G12-XXSD-110A	B1前排	B排	14.13	5.45	1.29%	41.8	23.1	27.9	23650	柠檬酸80g	6.00%	0.00%	0.91 	13.05	5.37	0.0123 	24.1	23377.5	6	4
2024-08-01	32	181.5	白班	CIPC2952407A5301D51Y03	0.4-1.6	#N/A	0.032	2024/8/1 2:05	N1B2012407310012	XQ-B2-01	G12-XXSD-110A	B2前排	B排	14.73	5.44	1.28%	58.1	25.6	28.1	23837.5	柠檬酸100g	6.00%	0.00%	0.91 	13.75	5.42	0.0124 	23.9	23562.5	3	2
2024-08-04	32	181.5	白班	CIPC2952407A5301D61Y02	0.4-1.6	提料挂断线	0.032	2024/8/4 4:35	N1B4142408030282	XQ-B4-14	G12-YS33-130-110	B4后排	B排	10.49	6.01	1.26%	51.3	25.1	28.3	23262.5	0	5.00%	7.00%	0.91 	10.41	5.67	0.0123 	24.5	23105	8	2
2024-08-04	32	181.5	夜班	CIPC2952407A5402D22Y02	0.4-1.6	#N/A	0.032	2024/8/5 3:12	N1B2012408040392	XQ-B2-01	1	B2前排	B排	9.6	6.09	1.28%	55.4	25.5	28.2	23107.5	0	5.00%	7.00%	0.91 	9.79	5.74	0.0123 	24.1	22995	0	30
2024-08-03	32	181.5	夜班	CIPC2952407A5602D02Y03	0.4-1.6	#N/A	0.032	2024/8/3 16:30	N1B4142408030241	XQ-B4-14	G12-YS33-130-110	B4后排	B排	10.61	6.06	1.26%	58.3	25.5	28.2	23385	0	5.00%	7.00%	0.91 	11.26	5.62	0.0121 	24.8	23195	0	7
2024-08-03	32	181.5	夜班	CIPC2952407A5902D02Y02	0.4-1.6	跳线	0.032	2024/8/3 20:07	N1B1032408030251	XQ-B1-03	G12-XXSD-110A	B1前排	B排	10.92	6.14	1.26%	76.4	25.3	28.1	23385	0	5.00%	7.00%	0.91 	11.34	5.71	0.0121 	24.6	23195	0	10
2024-08-06	32	181.5	夜班	CIPC2952407A5902D12N02	0.4-1.6	跳线	0.032	2024/8/6 15:08	N1B4142408060501	XQ-B4-14	G12-XXSD-110A	B4后排	B排	9.07	5.98	1.29%	55	25.6	28.2	24000	0	5.00%	7.00%	0.92 	9.29	5.57	0.0124 	23.1	23930	41	18
2024-08-06	32	181.5	白班	CIPC2952407A5902D12N04	0.4-1.6	#N/A	0.032	2024/8/6 7:32	N1B2042408050482	XQ-B2-04	G12-XXSD-110A	B2前排	B排	9.1	6.08	1.28%	50.2	25.7	28.1	23850	0	5.00%	7.00%	0.91 	9.05	5.65	0.0123 	23.8	23590	0	7
2024-08-09	26	176.5	夜班	CIPC2952407A6102D51Y04	0.4-1.6	加切	0.026	2024/8/9 18:45	N1B1112408090531	XQ-B1-11	G12130-H26-FQ-27	B1后排	B排	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	24240	#N/A	#N/A	#N/A	#N/A	8.83	5.52	0.0127 	24.4	23987.5	1	1
2024-08-02	32	181.5	白班	CIPC2952407A6402D12Y03	0.4-1.6	#N/A	0.032	2024/8/2 13:48	N1B3122408020161	XQ-B3-12	G12-YS33-130-110	B3后排	B排	12.89	5.6	1.28%	42.7	25.8	28.1	23650	柠檬酸80g	6.00%	0.00%	0.91 	12.79	5.36	0.0123 	23.5	23377.5	1	18
2024-08-06	32	181.5	白班	CIPC2952407A6402D23Y02	0.4-1.6	#N/A	0.032	2024/8/6 8:12	N1B1062408050472	XQ-B1-06	G12-XXSD-110A	B1前排	B排	9.16	6.13	1.27%	51	25.8	28	23850	0	5.00%	7.00%	0.91 	9.22	5.73	0.0123 	23.5	23590	0	19
2024-08-06	32	181.5	白班	CIPC2952407A6402D23Y04W	0.4-1.6	#N/A	0.032	2024/8/6 11:02	N1B3092408060411	XQ-B3-09	G12-XXSD-110A	B3后排	B排	9.08	6.1	1.28%	54.6	25.6	27.9	23850	0	5.00%	7.00%	0.92 	9.26	5.64	0.0123 	23.8	23590	0	0
2024-08-07	32	181.5	夜班	CIPC2952407A6502D42N04	0.4-1.6	#N/A	0.032	2024/8/8 2:25	N1B4102408070562	XQ-B4-10	G12-XXSD-100-TSI	B4后排	B排	8.63	5.93	1.29%	53.6	25	28	24287.5	0	6.00%	7.00%	0.91 	8.92	5.38	0.0127 	24.1	24062.5	0	6
2024-08-03	32	181.5	白班	CIPC2952407A6602D42Y04	0.4-1.6	#N/A	0.032	2024/8/3 7:35	N1B2032408020222	XQ-B2-03	G12-XXSD-110A	B2前排	B排	11.53	5.99	1.24%	54.8	25.1	28.1	23687.5	转换阶段	5.00%	7.00%	0.91 	12.18	5.46	0.0123 	24.3	23375	15	13
2024-08-06	32	181.5	白班	CIPC2952407A6902D32N03	0.4-1.6	#N/A	0.032	2024/8/6 6:32	N1B4102408050392	XQ-B4-10	G12-XXSD-100-TSI	B4后排	B排	9.07	6.13	1.27%	43.9	25.3	28.1	23850	0	5.00%	7.00%	0.92 	9.05	5.65	0.0123 	23.8	23590	0	6
2024-08-01	32	181.5	夜班	CIPC2952407A7101D42N02	0.4-1.6	#N/A	0.032	2024/8/1 15:31	N1B1052408010061	XQ-B1-05	G12-XXSD-110A	B1前排	B排	13.28	5.51	1.27%	55	25.6	27.9	23700	柠檬酸80g	6.00%	0.00%	0.91 	13.24	5.38	0.0124 	24.8	23475	0	2
2024-08-04	32	181.5	夜班	CIPC2952407A7202D32N03	0.4-1.6	#N/A	0.032	2024/8/4 20:45	N1B1072408040321	XQ-B1-07	G12-XXSD-110A	B1前排	B排	10.02	6.09	1.27%	57.3	24.9	28.2	23352.5	0	5.00%	7.00%	0.91 	10.21	5.7	0.0123 	25.1	23215	1	5
2024-08-03	32	181.5	夜班	CIPC2952407A7401D52Y02	0.4-1.6	#N/A	0.032	2024/8/3 20:55	N1B1042408030251	XQ-B1-04	G12-XXSD-110A	B1前排	B排	10.71	6.14	1.27%	68.2	25.5	28.1	23385	0	5.00%	7.00%	0.91 	11.34	5.71	0.0121 	24.6	23195	7	7
2024-08-03	32	181.5	夜班	CIPC2952407A7401D52Y03	0.4-1.6	#N/A	0.032	2024/8/3 20:53	N1B3132408030191	XQ-B3-13	G12-XXSD-110A	B3后排	B排	10.71	6.14	1.27%	68.2	25.5	28.1	23385	0	5.00%	7.00%	0.91 	11.34	5.71	0.0121 	24.6	23195	4	14
2024-08-05	32	181.5	白班	CIPC2952407A7702D41N02	0.4-1.6	#N/A	0.032	2024/8/5 12:09	N1B4102408050311	XQ-B4-10	G12-XXSD-100-TSI	B4后排	B排	9.64	6.08	1.28%	53.2	25.5	28.2	23107.5	0	5.00%	7.00%	0.91 	9.33	5.73	0.0124 	24.9	22995	1	7
2024-08-01	32	181.5	白班	CIPC2952407A7801D62Y05	0.4-1.6	#N/A	0.032	2024/8/1 3:34	N1B3112407310022	XQ-B3-11	G12-YS33-130-110	B3后排	B排	14.15	5.43	1.28%	46.4	25.1	28.1	23837.5	柠檬酸100g	6.00%	0.00%	0.91 	13.75	5.42	0.0124 	23.9	23562.5	3	214
2024-08-03	32	181.5	夜班	CIPC2952407A7901D72N02	0.4-1.6	#N/A	0.032	2024/8/3 14:57	N1B1062408030241	XQ-B1-06	G12-XXSD-110A	B1前排	B排	10.96	6.08	1.26%	59.4	25.8	28.1	23385	0	5.00%	7.00%	0.91 	11.26	5.62	0.0121 	24.8	23195	4	10
2024-08-03	32	181.5	夜班	CIPC2952407A7901D72N04W	0.4-1.6	#N/A	0.032	2024/8/3 22:28	N1B2072408030272	XQ-B2-07	G12-XXSD-110A	B2前排	B排	10.65	6.13	1.27%	71	25.8	28.2	23385	0	5.00%	7.00%	0.92 	11.24	5.63	0.0122 	22.8	23195	2	5
2024-08-05	32	181.5	夜班	CIPC2952407A8102D31N04	0.4-1.6	断上下线	0.032	2024/8/5 19:27	N1B1042408050391	XQ-B1-04	G12-XXSD-110A	B1前排	B排	9.09	6.19	1.29%	47.6	25.2	28.2	23630	0	5.00%	7.00%	0.91 	9.24	5.68	0.0124 	25.8	23565	0	1
2024-08-07	32	181.5	白班	CIPC2952407A8202D03Y02	0.4-1.6	断缝	0.032	2024/8/6 22:07	N1B1062408060522	XQ-B1-06	G12-XXSD-110A	B1前排	B排	#N/A	#N/A	#N/A	#N/A	#N/A	#N/A	24000	#N/A	#N/A	#N/A	#N/A	9.03	5.53	0.0124 	23.8	23930	17	9
2024-08-02	31	181.5	夜班	CIPC2952407A8402D42Y04	0.4-1.6	#N/A	0.031	2024/8/2 22:49	N1B2072408020182	XQ-B2-07	G12-XXSD-110A	B2前排	B排	11.77	6.08	1.23%	49.4	24.6	28.2	23595	转换阶段	6.00%	7.00%	0.91 	12.49	5.5	0.0123 	22.9	23252.5	0	6
2024-08-03	32	181.5	白班	CIPC2952407A8402D42Y05W	0.4-1.6	#N/A	0.032	2024/8/3 2:45	N1B1082408020132	XQ-B1-08	G12-XXSD-110A	B1前排	B排	11.66	5.87	1.23%	60.9	25.9	28	23687.5	转换阶段	5.00%	7.00%	0.91 	12.15	5.54	0.0123 	23.9	23375	1	2
2024-08-07	32	181.5	夜班	CIPC2952407A8502D23N04	0.4-1.6	粘胶面卷线	0.032	2024/8/7 18:44	N1B3152408070501	XQ-B3-15	G12-YS33-130-110	B3后排	B排	8.6	6	1.30%	66.4	25.1	28	24075	0	5.00%	7.00%	0.91 	9.3	5.47	0.0126 	23.8	23675	31	4
