检验日期	钢线线径	槽轮槽距	班次	单晶编号	验证类型	异常类型	线径	切割时间	切割刀号	切割机台	配方编码	前后排别	排别	成品电导率	成品PH值	成品浓度	成品浊度	成品温度	成品表面张力	成品COD	柠檬酸	置换量	离子液添加量	原液添加比例	清液池电导率	清液池PH	清液池浓度	清液池温度	清液池COD	线痕	TTV
2024-08-15	32	181.5	白班	CLPC295240841601D12N02F2	0.6-1.6	#N/A	0.032	2024/8/15 1:56	N2B4042408141202	XQ-B4-04	xxg	B4前排	B排	7.68	6.24	1.27%	28.3	23.5	28	24800	0	5.00%	6.00%	0.73 	7.32	5.85	0.0123 	24	24375	6	148
2024-08-15	32	181.5	白班	CLPC295240841601D12N03F2	0.6-1.6	跳线	0.032	2024/8/15 4:23	N2B4072408141162	XQ-B4-07	G12-YS33-130-110	B4前排	B排	7.45	6.19	1.26%	36.7	26.3	28	25000	0	5.00%	6.00%	0.73 	7.25	5.79	0.0123 	23.8	24462.5	1	7
2024-08-22	32	181.5	白班	CLPC295240841601D12N04F1	0.6-1.6	#N/A	0.032	2024/8/22 4:55	N2B4032408211782	XQ-B4-03	G12-XXSD-110-15	B4前排	B排	7.6	6.14	1.27%	52.576	25.7	27.9	24605	0	5.00%	6.00%	0.73 	7.04	5.74	0.0127 	23.9	24417.5	0	17
2024-08-15	32	181.5	白班	CLPC295240841601D12N04F2	0.6-1.6	#N/A	0.032	2024/8/15 12:29	N2B4032408151251	XQ-B4-03	G12-XXSD-110A	B4前排	B排	7.54	6.2	1.27%	56.3	25.6	28	25000	0	5.00%	6.00%	0.73 	7.46	5.79	0.0122 	25.5	24462.5	0	3
2024-08-21	32	181.5	夜班	CLPC295240841601D22Y02F2	0.6-1.6	跳线	0.032	2024/8/21 16:34	N2B1062408211751	XQ-B1-06	G12-YS33-130-XQB	B1前排	B排	7.75	6.15	1.27%	60.9	26	28	24050	0	5.00%	6.00%	0.73 	7.08	5.69	0.0127 	24.5	23890	63	10
2024-08-18	28	176.5	夜班	CLPC295240841601D22Y03	0.6-1.6	#N/A	0.028	2024/8/18 19:28	N1B1152408181361	XQ-B1-15	G12-130-H26-FQ-29	B1后排	B排	7.81	6.13	1.28%	35.4	25.5	28.1	25875	0	5.00%	6.00%	0.73 	7.91	5.71	0.0126 	25	24117.5	8	1
2024-08-18	32	181.5	夜班	CLPC295240841601D22Y04	0.6-1.6	跳线	0.032	2024/8/18 18:28	N1B1012408181631	XQ-B1-01	G12-XXSD-110A	B1前排	B排	7.35	6.12	1.28%	42	25.1	28	25875	0	5.00%	6.00%	0.74 	7.91	5.71	0.0126 	25	24117.5	3	20
2024-08-18	32	181.5	夜班	CLPC295240841601D22Y05	0.6-1.6	#N/A	0.032	2024/8/19 1:50	N1B1072408181472	XQ-B1-07	G12-XXSD-110A	B1前排	B排	7.31	6	1.27%	36	25.1	28	25875	0	5.00%	6.00%	0.73 	7.56	5.69	0.0126 	23.6	24117.5	8	10
2024-08-21	32	183	夜班	CLPC295240841601D22Y06	0.6-1.6	跳线	0.032	2024/8/21 18:42	N2B2072408211831	XQ-B2-07	G12-XXSD-110A	B2前排	B排	7.55	6.17	1.28%	60.97	26.1	27.9	24050	0	5.00%	6.00%	0.73 	7.13	5.74	0.0127 	24.4	23890	751	3
2024-08-22	32	183	白班	CLPC295240841601D22Y07WF1	0.6-1.6	#N/A	0.032	2024/8/22 12:48	N2B3082408221741	XQ-B3-08	G12-XXSD-110A	B3前排	B排	7.45	6.14	1.26%	39.7	25.8	27.9	24605	0	5.00%	6.00%	0.73 	6.98	5.71	0.0128 	24.5	24417.5	2	3
2024-08-21	32	181.5	夜班	CLPC295240841701D22N02F2F1	0.6-1.6	#N/A	0.032	2024/8/21 17:30	N2B1012408211871	XQ-B1-01	G12-YS33-130-XQB	B1前排	B排	7.74	6.15	1.28%	61.72	25.8	27.9	24050	0	5.00%	6.00%	0.73 	7.08	5.69	0.0127 	24.5	23890	13	20
2024-08-16	28	176.5	白班	CLPC295240841701D22N03	0.6-1.6	#N/A	0.028	2024/8/16 5:32	N1B1122408150812	XQ-B1-12	G12130-H26-FQ-29	B1后排	B排	7.67	6.05	1.26%	34.4	25.1	28.1	24792.5	0	5.00%	6.00%	0.74 	7.94	5.52	0.0122 	23.6	24192.5	2	2
2024-08-18	32	181.5	夜班	CLPC295240841701D22N04	0.6-1.6	#N/A	0.032	2024/8/18 20:39	N1B1052408181631	XQ-B1-05	G12-XXSD-110A	B1前排	B排	7.62	6.12	1.28%	39.3	25.3	27.9	25875	0	5.00%	6.00%	0.74 	7.59	5.74	0.0126 	25.2	24117.5	2	6
2024-08-16	28	176.5	白班	CLPC295240841801D22N03	0.6-1.6	#N/A	0.028	2024/8/16 8:52	N1B2092408150972	XQ-B2-09	G12130-H26-FQ-29	B2后排	B排	7.43	6.03	1.26%	41.2	24.9	27.9	24792.5	0	5.00%	6.00%	0.74 	7.68	5.54	0.0123 	24.1	24192.5	0	5
2024-08-16	32	181.5	白班	CLPC295240841801D22N04	0.6-1.6	#N/A	0.032	2024/8/16 4:33	N1B3042408151392	XQ-B3-04	G12-XXSD-110A	B3前排	B排	7.91	6.05	1.26%	36.5	25	27.9	24792.5	0	5.00%	6.00%	0.73 	7.94	5.52	0.0122 	23.6	24192.5	1	113
2024-08-16	32	181.5	白班	CLPC295240841801D22N05	0.6-1.6	#N/A	0.032	2024/8/16 4:14	N1B2082408151272	XQ-B2-08	G12-XXSD-110A	B2前排	B排	7.91	6.05	1.26%	36.5	25	27.9	24792.5	0	5.00%	6.00%	0.73 	7.94	5.52	0.0122 	23.6	24192.5	4	3
2024-08-21	32	181.5	夜班	CLPC295240841801D22N06W	0.6-1.6	#N/A	0.032	2024/8/21 12:42	N2B2052408211751	XQ-B2-05	G12-XXSD-110A	B2前排	B排	7.34	6.16	1.28%	52.86	26.1	27.8	24230	0	4.50%	6.00%	0.64 	6.99	5.66	0.0127 	24.8	23705	2	20
2024-08-19	32	181.5	白班	CLPC295240842002D12N02	0.6-1.6	#N/A	0.032	2024/8/19 10:42	N1B1012408191681	XQ-B1-01	G12-XXSD-110A	B1前排	B排	7.49	6.13	1.29%	41.1	25.1	28.1	25855	0	5.00%	6.00%	0.73 	7.4	5.66	0.0127 	23.6	24180	12	12
2024-08-21	32	181.5	夜班	CLPC295240842002D12N03	0.6-1.6	#N/A	0.032	2024/8/21 20:14	N2B2022408211761	XQ-B2-02	G12-YS33-130-XQB	B2前排	B排	7.54	6.09	1.27%	65.72	25.8	28	24050	0	5.00%	6.00%	0.73 	6.98	5.78	0.0127 	24.5	23890	17	2
2024-08-21	32	181.5	夜班	CLPC295240842002D12N04	0.6-1.6	#N/A	0.032	2024/8/21 19:58	N2B3092408211721	XQ-B3-09	G12-XXSD-100-TSI	B3后排	B排	7.54	6.09	1.27%	65.72	25.8	28	24050	0	5.00%	6.00%	0.73 	7.13	5.74	0.0127 	24.4	23890	13	4
2024-08-21	32	181.5	夜班	CLPC295240842002D12N05	0.6-1.6	#N/A	0.032	2024/8/21 13:17	N2B2062408211741	XQ-B2-06	G12-XXSD-110A	B2前排	B排	7.37	6.13	1.27%	58	25.9	28	24230	0	4.51%	6.00%	0.64 	6.99	5.66	0.0127 	24.8	23705	7	25
2024-08-22	32	181.5	白班	CLPC295240842201D01N02F2	0.6-1.6	断下线	0.032	2024/8/22 5:07	N2B2062408211792	XQ-B2-06	G12-XXSD-110-18	B2前排	B排	7.6	6.14	1.27%	52.576	25.7	27.9	24605	0	5.00%	6.00%	0.73 	7.04	5.74	0.0127 	23.9	24417.5	3	47
2024-08-16	28	176.5	白班	CLPC295240842201D11N02	0.6-1.6	跳线	0.028	2024/8/16 2:57	N1B2092408150962	XQ-B2-09	G12130-H26-FQ-29	B2后排	B排	8.01	5.98	1.26%	40.4	25.3	27.9	24792.5	0	5.00%	6.00%	0.74 	7.86	5.5	0.0123 	23.4	24192.5	15	48
2024-08-16	28	175	白班	CLPC295240842201D11N03	0.6-1.6	#N/A	0.028	2024/8/16 3:21	N1B1132408151092	XQ-B1-13	G12130-H26-FQ-29	B1后排	B排	8.01	5.98	1.26%	40.4	25.3	27.9	24792.5	0	5.00%	6.00%	0.74 	7.86	5.5	0.0123 	23.4	24192.5	3	2
2024-08-22	32	181.5	白班	CLPC295240842201D11N04W	0.6-1.6	#N/A	0.032	2024/8/22 8:41	N2B3012408211782	XQ-B3-01	G12-XXSD-110-18	B3前排	B排	7.5	6.15	1.27%	38.25	25.8	28.1	24605	0	5.00%	6.00%	0.74 	6.85	5.71	0.0127 	23.4	24417.5	9	14
2024-08-19	32	181.5	夜班	CLPC295240842201D22N02	0.6-1.6	#N/A	0.032	2024/8/19 16:55	N1B2012408191741	XQ-B2-01	G12-XXSD-110A	B2前排	B排	7.16	6.06	1.29%	34	25.6	28.3	25140	0	4.50%	6.00%	0.64 	7.05	5.7	0.0126 	24.4	24400	5	6
2024-08-19	32	181.5	白班	CLPC295240842201D22N03	0.6-1.6	#N/A	0.032	2024/8/19 10:52	N1B1022408191761	XQ-B1-02	G12-XXSD-110A	B1前排	B排	7.53	6.1	1.29%	41.2	25.5	28.1	25855	0	5.00%	6.00%	0.73 	7.4	5.66	0.0127 	23.6	24180	267	13
2024-08-19	32	181.5	夜班	CLPC295240842201D22N04	0.6-1.6	断缝	0.032	2024/8/19 14:23	N1B1062408191581	XQ-B1-06	G12-XXSD-110A	B1前排	B排	7.28	6.13	1.29%	37.9	25.4	28.1	25140	0	4.50%	6.00%	0.64 	6.99	5.64	0.0127 	24.6	24400	29	7
2024-08-20	32	181.5	白班	CLPC295240842201D22N05	0.6-1.6	#N/A	0.032	2024/8/20 12:14	N2B1032408201611	XQ-B1-03	G12-XXSD-110A	B1前排	B排	7.44	6.11	1.28%	44.65	25.6	28.1	25000	0	4.51%	6.00%	0.64 	6.45	5.71	0.0128 	24.6	24420	0	5
2024-08-21	28	176.5	夜班	CLPC295240842301D12N02	0.6-1.6	#N/A	0.028	2024/8/21 17:28	N1B1122408211241	XQ-B1-12	G12130-H26-FQ-31	B1后排	B排	7.74	6.15	1.28%	61.72	25.8	27.9	24050	0	5.00%	6.00%	0.73 	7.08	5.69	0.0127 	24.5	23890	28	13
2024-08-18	32	181.5	夜班	CLPC295240842301D12N03	0.6-1.6	#N/A	0.032	2024/8/18 20:34	N1B2072408181601	XQ-B2-07	1	B2前排	B排	7.62	6.12	1.28%	39.3	25.3	27.9	25875	0	5.00%	6.00%	0.74 	7.59	5.74	0.0126 	25.2	24117.5	4	22
2024-08-19	32	181.5	白班	CLPC295240842301D12N04	0.6-1.6	#N/A	0.032	2024/8/19 1:22	N1B1062408181532	XQ-B1-06	G12-XXSD-110A	B1前排	B排	7.74	6.1	1.28%	32.1	25	28.1	25875	0	5.00%	6.00%	0.73 	7.56	5.69	0.0126 	23.6	24117.5	4	5
2024-08-18	32	181.5	夜班	CLPC295240842301D12N05	0.6-1.6	#N/A	0.032	2024/8/18 20:13	N1B2032408181601	XQ-B2-03	G12-XXSD-110A	B2前排	B排	7.77	6.14	1.29%	37.6	25.5	28.1	25875	0	5.00%	6.00%	0.73 	7.59	5.74	0.0126 	25.2	24117.5	4	10
2024-08-21	28	178	夜班	CLPC295240842301D12N06W	0.6-1.6	跳线	0.028	2024/8/21 18:04	N2B1042408211611	XQ-B1-04	G12130-H26-XXSD	B1前排	B排	7.52	6.14	1.27%	63.02	26.3	27.9	24050	0	5.00%	6.00%	0.73 	7.13	5.74	0.0127 	24.4	23890	93	3
2024-08-20	28	178	白班	CLPC295240842501D12Y02F2	0.6-1.6	跳线	0.028	2024/8/20 3:25	N2B2092408191202	XQ-B2-09	1	B2后排	B排	7.44	6.11	1.28%	44.65	25.6	28.1	25000	0	4.51%	6.00%	0.64 	6.68	5.64	0.0127 	24.6	24420	143	1227
2024-08-15	28	176.5	白班	CLPC295240842501D12Y03	0.6-1.6	#N/A	0.028	2024/8/15 6:36	N1B1092408140982	XQ-B1-09	G12130-H26-FQ-29	B1后排	B排	7.49	6.18	1.26%	38.1	26.5	27.9	25000	0	5.00%	6.00%	0.74 	7.37	5.89	0.0122 	24.1	24462.5	0	6
2024-08-22	32	181.5	夜班	CLPC295240842501D12Y05	0.6-1.6	#N/A	0.032	2024/8/22 14:03	N2B4102408221941	XQ-B4-10	G12-XXSD-110-18	B4后排	B排	7.55	6.16	1.26%	60.24	25.8	27.9	24512.5	0	5.00%	6.00%	0.73 	6.54	5.68	0.0128 	25.2	24420	20	18
2024-08-22	26	178	白班	CLPC295240842501D12Y07	0.6-1.6	#N/A	0.026	2024/8/22 10:40	N2B2082408221691	XQ-B2-08	G12130-H26-FQ-29	B2前排	B排	7.72	6.16	1.27%	45.51	25.7	28	24605	0	5.00%	6.00%	0.73 	6.95	5.7	0.0128 	24.1	24417.5	82	51
2024-08-22	32	181.5	白班	CLPC295240842501D12Y08W	0.6-1.6	#N/A	0.032	2024/8/22 10:22	N2B4032408221801	XQ-B4-03	G12-XXSD-110-15	B4前排	B排	7.72	6.16	1.27%	45.51	25.7	28	24605	0	5.00%	6.00%	0.73 	6.95	5.7	0.0128 	24.1	24417.5	2	10
2024-08-19	28	178	夜班	CLPC295240842501D22Y02	0.6-1.6	#N/A	0.028	2024/8/19 15:03	N1B2082408191491	XQ-B2-08	G12130-H26-FQ-XCL	B2前排	B排	7.28	6.13	1.29%	37.9	25.4	28.1	25140	0	4.50%	6.00%	0.64 	6.99	5.64	0.0127 	24.6	24400	8	11
2024-08-19	32	181.5	白班	CLPC295240842501D22Y03	0.6-1.6	#N/A	0.032	2024/8/19 12:56	N1B2022408191581	XQ-B2-02	G12-XXSD-110A	B2前排	B排	6.93	6.15	1.29%	44.2	25.3	28.1	25855	0	5.00%	6.00%	0.73 	7.56	5.69	0.0127 	23.4	24180	12	6
2024-08-19	32	181.5	白班	CLPC295240842501D22Y04	0.6-1.6	设备故障	0.032	2024/8/19 8:57	N1B2052408181562	XQ-B2-05	G12-XXSD-110A	B2前排	B排	7.45	6.14	1.29%	36.2	25.5	28.1	25855	0	5.00%	6.00%	0.73 	7.43	5.75	0.0127 	23.4	24180	3	8
2024-08-19	32	181.5	白班	CLPC295240842501D22Y05	0.6-1.6	#N/A	0.032	2024/8/19 5:06	N1B1012408181662	XQ-B1-01	G12-XXSD-110A	B1前排	B排	7.2	6.13	1.29%	43.8	24.9	28.2	25855	0	5.00%	6.00%	0.74 	7.37	5.64	0.0126 	23.2	24180	6	9
2024-08-22	32	181.5	白班	CLPC295240842501D22Y06	0.6-1.6	断上下线	0.032	2024/8/22 1:30	N2B2062408211782	XQ-B2-06	G12-YS33-130-XQB	B2前排	B排	7.47	6.1	1.27%	49.911	25.8	28.2	24050	0	5.00%	6.00%	0.73 	7.1	5.67	0.0127 	23.7	23890	4	17
2024-08-20	32	181.5	夜班	CLPC295240842501D22Y07W	0.6-1.6	#N/A	0.032	2024/8/20 15:14	N2B1072408201621	XQ-B1-07	G12-XXSD-110A	B1前排	B排	7.44	6.11	1.28%	44.65	25.6	28.1	25150	0	4.51%	6.00%	0.64 	6.82	5.7	0.0128 	24.1	24675	0	6
2024-08-20	32	181.5	白班	CLPC295240842701D02Y02F2	0.6-1.6	#N/A	0.032	2024/8/20 6:54	N2B1022408191832	XQ-B1-02	G12-XXSD-110A	B1前排	B排	7.44	6.11	1.28%	44.65	25.6	28.1	25000	0	4.51%	6.00%	0.64 	6.72	5.63	0.0128 	23.1	24420	9	11
2024-08-18	28	178	夜班	CLPC295240842701D02Y03	0.6-1.6	#N/A	0.028	2024/8/18 23:22	N1B2132408181302	XQ-B2-13	G12130-H26-FQ-30	B2后排	B排	7.41	6.06	1.27%	26.3	25.7	28.1	25875	0	5.00%	6.00%	0.73 	7.29	5.65	0.0126 	24.3	24117.5	0	0
2024-08-19	32	181.5	白班	CLPC295240842701D02Y04	0.6-1.6	断缝	0.032	2024/8/19 3:55	N1B2042408181662	XQ-B2-04	G12-XXSD-110A	B2前排	B排	7.11	6.08	1.28%	29.6	25.1	28.1	25855	0	5.00%	6.00%	0.73 	7.41	5.67	0.0126 	23.7	24180	18	8
2024-08-19	28	176.5	白班	CLPC295240842701D02Y05	0.6-1.6	#N/A	0.028	2024/8/18 23:53	N1B1112408181202	XQ-B1-11	G12130-H26-FQ-29	B1后排	B排	7.88	6.13	1.27%	33	25	28	25875	0	5.00%	6.00%	0.73 	7.29	5.65	0.0126 	24.3	24117.5	1	2
2024-08-19	32	181.5	白班	CLPC295240842701D02Y06	0.6-1.6	跳线	0.032	2024/8/19 13:51	N1B1022408191771	XQ-B1-02	G12-XXSD-110A	B1前排	B排	6.83	6.12	1.29%	41.4	24.9	28.1	25855	0	4.51%	6.00%	0.64 	7.56	5.69	0.0127 	23.4	24180	8	6
2024-08-15	28	175	白班	CLPC295240842802D01N02	0.6-1.6	#N/A	0.028	2024/8/15 4:58	N1B1132408141012	XQ-B1-13	G12130-H26-FQ-29	B1后排	B排	7.7	6.16	1.26%	53.7	26.6	28	25000	0	5.00%	6.00%	0.73 	7.25	5.79	0.0123 	23.8	24462.5	0	4
2024-08-20	32	181.5	夜班	CLPC295240842802D12Y02	0.6-1.6	#N/A	0.032	2024/8/20 16:13	N1B2072408201761	XQ-B2-07	0	B2前排	B排	7.44	6.11	1.28%	44.65	25.6	28.1	25150	0	4.51%	6.00%	0.64 	7.05	5.69	0.0127 	24.5	24675	7	263
2024-08-18	32	181.5	夜班	CLPC295240842802D12Y03	0.6-1.6	#N/A	0.032	2024/8/18 20:25	N1B2052408181511	XQ-B2-05	G12-XXSD-110A	B2前排	B排	7.77	6.14	1.29%	37.6	25.5	28.1	25875	0	5.00%	6.00%	0.73 	7.59	5.74	0.0126 	25.2	24117.5	1	7
2024-08-18	28	178	夜班	CLPC295240842802D12Y04	0.6-1.6	#N/A	0.028	2024/8/18 20:39	N1B2132408181291	XQ-B2-13	G12-130-H26-FQ-30	B2后排	B排	7.62	6.12	1.28%	39.3	25.3	27.9	25875	0	5.00%	6.00%	0.74 	7.59	5.74	0.0126 	25.2	24117.5	2	0
2024-08-18	28	178	夜班	CLPC295240842802D12Y05	0.6-1.6	#N/A	0.028	2024/8/18 20:09	N1B1132408181231	XQ-B1-13	G12130-H26-FQ-29	B1后排	B排	7.77	6.14	1.29%	37.6	25.5	28.1	25875	0	5.00%	6.00%	0.73 	7.59	5.74	0.0126 	25.2	24117.5	2	1
2024-08-22	32	181.5	白班	CLPC295240842802D12Y06F2	0.6-1.6	#N/A	0.032	2024/8/22 2:01	N2B2042408211892	XQ-B2-04	G12-YS33-130-XQB	B2前排	B排	7.67	6.14	1.28%	52.371	25.8	28	24605	0	5.00%	6.00%	0.73 	6.83	5.7	0.0127 	23.9	24417.5	10	16
2024-08-15	28	176.5	夜班	CLPC295240842901D32Y03	0.6-1.6	提料挂断线	0.028	2024/8/15 16:23	N1B2152408151101	XQ-B2-15	G12130-H26-FQ-29	B2后排	B排	7.62	6.2	1.27%	41.6	25.8	28.1	24692.5	0	5.00%	6.00%	0.73 	7.48	5.69	0.0122 	24.6	24267.5	5	2
2024-08-19	28	178	白班	CLPC295240842901D42N02	0.6-1.6	跳线	0.028	2024/8/19 5:38	N1B1102408181062	XQ-B1-10	G12130-H26-FQ-29	B1后排	B排	7.2	6.13	1.29%	43.8	24.9	28.2	25855	0	5.00%	6.00%	0.74 	7.37	5.64	0.0126 	23.2	24180	11	3
2024-08-15	32	181.5	夜班	CLPC295240842901D42N03	0.6-1.6	#N/A	0.032	2024/8/15 16:44	N1B3012408151201	XQ-B3-01	G12-XXSD-110A	B3前排	B排	7.62	6.18	1.27%	41	25.6	28.1	24692.5	0	5.00%	6.00%	0.73 	7.48	5.69	0.0122 	24.6	24267.5	4	24
2024-08-23	32	183	白班	CLPC295240842901D42N05W	0.6-1.6	#N/A	0.032	2024/8/23 6:42	N2B4022408221802	XQ-B4-02	G12-XXSD-110-18	B4前排	B排	7.67	6.07	1.27%	64.68	25.8	27.9	24267.5	0	5.00%	6.00%	0.73 	6.95	5.87	0.0126 	23.6	23975	8	2
2024-08-19	28	178	白班	CLPC295240842901D52N02	0.6-1.6	#N/A	0.028	2024/8/19 11:01	N1B2132408191341	XQ-B2-13	G12-130-H26-FQ-30	B2后排	B排	7.53	6.1	1.29%	41.2	25.5	28.1	25855	0	5.00%	6.00%	0.73 	7.4	5.66	0.0127 	23.6	24180	3	1
2024-08-19	28	178	白班	CLPC295240842901D52N03	0.6-1.6	加切	0.028	2024/8/19 13:08	N1B1042408191501	XQ-B1-04	G12130-H26-XXSD	B1前排	B排	6.93	6.15	1.29%	44.2	25.3	28.1	25855	0	5.00%	6.00%	0.73 	7.56	5.69	0.0127 	23.4	24180	22	0
2024-08-19	32	181.5	白班	CLPC295240842901D52N04	0.6-1.6	#N/A	0.032	2024/8/19 8:29	N1B1072408181502	XQ-B1-07	G12-XXSD-110A	B1前排	B排	7.25	6.1	1.29%	34.3	24.8	28.1	25855	0	5.00%	6.00%	0.74 	7.43	5.75	0.0127 	23.4	24180	4	5
2024-08-22	32	183	白班	CLPC295240842901D52N05	0.6-1.6	#N/A	0.032	2024/8/22 7:27	N2B2012408211862	XQ-B2-01	G12-XXSD-110-18	B2前排	B排	7.64	6.18	1.27%	52.51	25.8	27.9	24605	0	5.00%	6.00%	0.73 	6.92	5.76	0.0127 	23.1	24417.5	25	7
2024-08-20	28	178	白班	CLPC295240842901D52N06	0.6-1.6	#N/A	0.028	2024/8/20 8:57	N2B1082408191452	XQ-B1-08	G12130-H26-105	B1前排	B排	7.44	6.11	1.28%	44.65	25.6	28.1	25000	0	4.51%	6.00%	0.64 	6.32	5.65	0.0128 	23.5	24420	8	4
2024-08-15	32	181.5	夜班	CLPC295240843101D02N03	0.6-1.6	#N/A	0.032	2024/8/15 23:29	N1B3022408151352	XQ-B3-02	G12-XXSD-110A	B3前排	B排	7.9	6.01	1.26%	41	25.6	27.9	24692.5	0	5.00%	6.00%	0.74 	8.17	5.62	0.0123 	23.3	24267.5	17	45
2024-08-16	28	178	白班	CLPC295240843101D12Y02	0.6-1.6	#N/A	0.028	2024/8/16 6:19	N1B2132408151092	XQ-B2-13	G12130-H26-FQ-XCL	B2后排	B排	7.67	6.05	1.26%	34.4	25.1	28.1	24792.5	0	5.00%	6.00%	0.74 	7.9	5.49	0.0123 	23.4	24192.5	0	0
2024-08-16	32	181.5	白班	CLPC295240843101D12Y03	0.6-1.6	#N/A	0.032	2024/8/16 7:32	N1B3032408151252	XQ-B3-03	G12-XXSD-110A	B3前排	B排	7.72	6.06	1.26%	37.3	25.3	27.9	24792.5	0	5.00%	6.00%	0.73 	7.9	5.49	0.0123 	23.4	24192.5	8	12
2024-08-16	28	175	白班	CLPC295240843101D12Y04	0.6-1.6	#N/A	0.028	2024/8/16 7:54	N1B2142408151152	XQ-B2-14	G12-130-H26-FQ-29	B2后排	B排	7.43	6.03	1.26%	41.2	24.9	27.9	24792.5	0	5.00%	6.00%	0.74 	7.9	5.49	0.0123 	23.4	24192.5	8	3
2024-08-16	28	176.5	白班	CLPC295240843101D12Y05	0.6-1.6	#N/A	0.028	2024/8/16 4:40	N1B2152408151142	XQ-B2-15	G12-130-H26-FQ-29	B2后排	B排	7.91	6.05	1.26%	36.5	25	27.9	24792.5	0	5.00%	6.00%	0.73 	7.94	5.52	0.0122 	23.6	24192.5	3	1
2024-08-20	32	181.5	白班	CLPC295240843101D12Y06	0.6-1.6	#N/A	0.032	2024/8/20 7:04	N2B1062408191632	XQ-B1-06	G12-XXSD-110A	B1前排	B排	7.44	6.11	1.28%	44.65	25.6	28.1	25000	0	4.51%	6.00%	0.64 	6.72	5.63	0.0128 	23.1	24420	1	10
2024-08-20	28	178	白班	CLPC295240843301D12Y02F2	0.6-1.6	跳线	0.028	2024/8/20 4:55	N2B2082408191532	XQ-B2-08	G12130-H26-FQ-29	B2前排	B排	7.44	6.11	1.28%	44.65	25.6	28.1	25000	0	4.51%	6.00%	0.64 	6.51	5.62	0.0127 	24.4	24420	16	5
2024-08-15	32	181.5	夜班	CLPC295240843301D12Y03	0.6-1.6	#N/A	0.032	2024/8/15 19:40	N1B3082408151261	XQ-B3-08	G12-XXSD-110A	B3前排	B排	7.75	6.11	1.26%	36	25.6	27.9	24692.5	0	5.00%	6.00%	0.73 	8.02	5.6	0.0122 	22.8	24267.5	12	52
2024-08-15	26	176.5	夜班	CLPC295240843301D12Y04	0.6-1.6	#N/A	0.026	2024/8/15 17:21	N1B1092408151021	XQ-B1-09	G12130-H26-FQ-29	B1后排	B排	7.4	6.13	1.26%	32.3	26.1	28.1	24692.5	0	5.00%	6.00%	0.73 	7.48	5.69	0.0122 	24.6	24267.5	4	9
2024-08-22	28	178	白班	CLPC295240843301D12Y05	0.6-1.6	#N/A	0.028	2024/8/22 8:23	N2B1042408211642	XQ-B1-04	G12130-H26-105	B1前排	B排	7.5	6.15	1.27%	38.25	25.8	28.1	24605	0	5.00%	6.00%	0.74 	6.85	5.71	0.0127 	23.4	24417.5	16	9
2024-08-20	28	178	白班	CLPC295240843301D12Y07	0.6-1.6	跳线	0.028	2024/8/20 5:27	N2B1082408191442	XQ-B1-08	G12130-H26-XXSD	B1前排	B排	7.44	6.11	1.28%	44.65	25.6	28.1	25000	0	4.51%	6.00%	0.64 	6.51	5.62	0.0127 	24.4	24420	184	5
2024-08-22	32	181.5	白班	CLPC295240843301D22Y02F2	0.6-1.6	#N/A	0.032	2024/8/22 3:31	N2B1012408211902	XQ-B1-01	G12-YS33-130-XQB	B1前排	B排	7.29	6.13	1.28%	40.41	25.9	28.1	24605	0	5.00%	6.00%	0.74 	6.83	5.7	0.0127 	23.9	24417.5	91	40
2024-08-19	28	178	白班	CLPC295240843301D22Y03	0.6-1.6	#N/A	0.028	2024/8/19 9:46	N1B1132408191281	XQ-B1-13	G12-130-H26-FQ-30	B1后排	B排	7.19	6.11	1.28%	36.6	25.1	28.1	25855	0	5.00%	6.00%	0.73 	7.43	5.75	0.0127 	23.4	24180	0	1
2024-08-19	28	178	白班	CLPC295240843301D22Y04	0.6-1.6	#N/A	0.028	2024/8/19 6:57	N1B2122408181122	XQ-B2-12	G12130-H26-FQ-29	B2后排	B排	7.39	6.12	1.29%	41.6	25	28	25855	0	5.00%	6.00%	0.73 	7.4	5.73	0.0127 	23.6	24180	2	2
2024-08-19	28	178	白班	CLPC295240843301D22Y05	0.6-1.6	#N/A	0.028	2024/8/19 9:44	N1B2122408191131	XQ-B2-12	G12130-H26-FQ-29	B2后排	B排	7.19	6.11	1.28%	36.6	25.1	28.1	25855	0	5.00%	6.00%	0.73 	7.43	5.75	0.0127 	23.4	24180	0	4
2024-08-22	32	181.5	白班	CLPC295240843301D22Y06	0.6-1.6	#N/A	0.032	2024/8/22 6:12	N2B1032408211742	XQ-B1-03	G12-XXSD-110-15	B1前排	B排	7.61	6.1	1.27%	53.199	25.9	27.9	24605	0	5.00%	6.00%	0.74 	6.92	5.76	0.0127 	23.1	24417.5	5	16
2024-08-15	28	176.5	夜班	CLPC295240843501D12N02	0.6-1.6	#N/A	0.028	2024/8/15 22:26	N1B2112408150942	XQ-B2-11	G12130-H26-FQ-29	B2后排	B排	7.76	6.05	1.26%	39.7	25.7	27.8	24692.5	0	5.00%	6.00%	0.73 	8.17	5.62	0.0123 	23.3	24267.5	0	1
2024-08-15	32	181.5	夜班	CLPC295240843501D12N03	0.6-1.6	#N/A	0.032	2024/8/15 21:24	N1B2082408151242	XQ-B2-08	G12-XXSD-110A	B2前排	B排	7.69	6.07	1.27%	38.4	25.8	27.8	24692.5	0	5.00%	6.00%	0.74 	8.11	5.52	0.0122 	24.2	24267.5	2	10
